x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
20.377271,41.665616,Europe,Albania,16/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,14/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,14/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,14/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,11/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,11/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,8/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,26/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,25/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,26/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,30/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,28/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,13/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,10/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.377271,41.665616,Europe,Albania,31/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.35759,41.702025,Europe,Albania,29/09/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.35759,41.702025,Europe,Albania,11/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.35759,41.702025,Europe,Albania,19/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,11/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,26/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,24/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,25/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,16/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,3/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,5/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,3/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,21/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,14/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.364984,41.704708,Europe,Albania,7/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.312419,42.135139,Europe,Albania,21/12/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,29/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,29/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,26/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,30/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,29/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,28/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,27/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,26/09/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,3/8/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.312419,42.135139,Europe,Albania,22/07/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.503866,41.978124,Europe,Albania,22/12/2016,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0,0,1
20.006976,42.258798,Europe,Albania,18/12/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.045546,42.41943,Europe,Albania,2/12/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.045546,42.41943,Europe,Albania,12/11/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.045546,42.41943,Europe,Albania,28/12/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.010364,41.081944,Europe,Albania,25/09/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.010364,41.081944,Europe,Albania,27/12/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.423188,41.332938,Europe,Albania,16/12/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
19.716049,41.520006,Europe,Albania,2/11/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.493166,42.126216,Europe,Albania,2/11/2016,71.8,7,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0,0,1
19.56956,42.110426,Europe,Albania,2/11/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.56956,42.110426,Europe,Albania,2/10/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.644631,42.388598,Europe,Albania,15/09/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.644631,42.388598,Europe,Albania,31/08/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
20.409497,41.526126,Europe,Albania,22/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,3/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,18/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,17/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,13/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,27/09/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,2/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,2/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,20/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,21/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,15/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,11/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,11/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,4/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,27/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,3/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,11/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,11/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,2/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,1/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,29/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,29/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,29/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,28/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,26/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,26/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.409497,41.526126,Europe,Albania,26/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.357437,41.725774,Europe,Albania,13/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.357437,41.725774,Europe,Albania,13/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.357437,41.725774,Europe,Albania,1/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.357437,41.725774,Europe,Albania,1/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.267726,40.751691,Europe,Albania,19/12/2016,78,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0,1
19.535341,42.075695,Europe,Albania,18/11/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.535341,42.075695,Europe,Albania,15/12/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.535341,42.075695,Europe,Albania,26/12/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.535341,42.075695,Europe,Albania,20/12/2016,78,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0,1
19.848503,41.046899,Europe,Albania,10/10/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
20.422691,40.943668,Europe,Albania,16/09/2016,78,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0,1
20.422691,40.943668,Europe,Albania,10/10/2016,78,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0,1
19.438275,40.635803,Europe,Albania,6/10/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
19.438275,40.635803,Europe,Albania,28/07/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
19.438275,40.635803,Europe,Albania,15/12/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
19.744197,40.858354,Europe,Albania,19/11/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
20.400568,41.978723,Europe,Albania,18/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,18/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,18/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
19.79665,41.055496,Europe,Albania,3/12/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
20.400568,41.978723,Europe,Albania,26/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,14/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,14/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,3/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,26/10/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,16/12/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.400568,41.978723,Europe,Albania,2/11/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
19.900101,41.222631,Europe,Albania,10/12/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.900101,41.222631,Europe,Albania,23/12/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.697583,41.365915,Europe,Albania,25/11/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.697583,41.365915,Europe,Albania,25/11/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.697583,41.365915,Europe,Albania,15/11/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.697583,41.365915,Europe,Albania,2/8/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
20.085364,41.523342,Europe,Albania,2/9/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.085364,41.523342,Europe,Albania,19/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.085364,41.523342,Europe,Albania,18/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
19.492356,42.013959,Europe,Albania,17/07/2016,71.8,7,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0,0,1
19.491224,42.006746,Europe,Albania,22/08/2016,71.8,7,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0,0,1
19.880319,40.961653,Europe,Albania,11/7/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
19.880319,40.961653,Europe,Albania,5/8/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0,1
20.469332,41.679854,Europe,Albania,4/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,31/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,27/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,1/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,7/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,3/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,3/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,1/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,1/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,28/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,15/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,23/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,30/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,21/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,6/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.469332,41.679854,Europe,Albania,6/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
19.391358,41.963888,Europe,Albania,10/9/2016,71.8,7,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0,0,1
20.039362,41.487639,Europe,Albania,22/08/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,24/07/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,5/8/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,5/8/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,15/08/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,22/08/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,18/07/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,4/9/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,26/07/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,13/09/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,1/8/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.126184,41.493603,Europe,Albania,30/08/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.451373,41.666703,Europe,Albania,27/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.451373,41.666703,Europe,Albania,21/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.451373,41.666703,Europe,Albania,20/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.100059,42.379039,Europe,Albania,28/08/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
19.529704,41.118788,Europe,Albania,20/08/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.925117,41.614329,Europe,Albania,17/08/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.925117,41.614329,Europe,Albania,7/9/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.925117,41.614329,Europe,Albania,11/7/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.7617,41.3778,Europe,Albania,18/08/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.7617,41.3778,Europe,Albania,18/08/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.7617,41.3778,Europe,Albania,8/8/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
20.060118,41.038619,Europe,Albania,24/08/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.060118,41.038619,Europe,Albania,31/07/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0,1
20.008333,41.570394,Europe,Albania,11/7/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,7/8/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,13/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,17/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,28/07/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,15/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,15/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
20.008333,41.570394,Europe,Albania,15/08/2016,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,4,1087.326487,0,1
19.988554,41.559053,Europe,Albania,15/08/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.988554,41.559053,Europe,Albania,15/08/2016,73.6,7.7,14.72,0.8,117.4,1.2,5,8.9,6.5,10.6,150,4,950.6556718,0,1
19.986121,41.40851,Europe,Albania,9/8/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.986121,41.40851,Europe,Albania,27/07/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
19.959993,41.422945,Europe,Albania,21/07/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0,1
20.50204,42.100976,Europe,Albania,18/07/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.50204,42.100976,Europe,Albania,2/8/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.490578,42.091857,Europe,Albania,28/07/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
20.490578,42.091857,Europe,Albania,6/9/2016,82,6,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0,1
